nombreEmpresa;fechaInicioEmpresa;fechaFinEmpresa;nombreEmpleado;nombreCliente;nombreServicio;tarifaBaseServicio;tipoServicio;estadoOrden;codSeguimientoOrden;fechaInicioOrden;fechaFinOrden
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Precious Figueroa;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG3193;22/05/2024;01/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Precious Figueroa;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG3194;31/12/2023;10/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Precious Reddenhurst;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG3195;04/03/2024;14/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Precious Reddenhurst;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG3196;13/06/2024;23/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Precious Reddenhurst;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG3197;11/02/2024;21/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Precious Reddenhurst;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG3198;20/05/2024;30/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Precious Reddenhurst;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG3199;03/01/2024;13/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Precious Reddenhurst;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG3200;20/03/2024;30/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Precious Reddenhurst;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3201;28/04/2024;08/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Precious Reddenhurst;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG3202;05/06/2024;15/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Precious Reddenhurst;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG3203;25/02/2024;06/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Precious Reddenhurst;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG3204;22/03/2024;01/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Precious Reddenhurst;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG3205;20/03/2024;30/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Precious Reddenhurst;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG3206;12/04/2024;22/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Precious Reddenhurst;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3207;12/01/2024;22/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Ashtyn Kent;Preston Gaston;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3208;25/04/2024;05/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Preston Mu–oz;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG3209;05/02/2024;15/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Prince Donoso;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG3210;22/03/2024;01/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Prince Donoso;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG3211;10/04/2024;20/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Quintin Reinard;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG3212;13/04/2024;23/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Quintin Reinard;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG3213;02/05/2024;12/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Quinton Dunham;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3214;14/04/2024;24/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Quinton Dunham;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG3215;30/05/2024;09/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Rachael Dunham;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3216;25/12/2023;04/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;Rachael Dunham;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG3217;26/03/2024;05/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Rachael Dunham;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG3218;30/12/2023;09/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Rachael Dunham;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG3219;28/01/2024;07/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Raegan Giffard;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG3220;07/06/2024;17/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Raegan Giffard;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG3221;30/03/2024;09/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Atticus Hughes;Rafael Barros;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG3222;08/06/2024;18/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Rafael Sepœlveda;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG3223;03/01/2024;13/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;Rafael Sepœlveda;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG3224;04/04/2024;14/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Rafael Sepœlveda;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG3225;08/01/2024;18/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Rafael Sepœlveda;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG3226;06/02/2024;16/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Levi Moseley;Ramon Mart’nez;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG3227;24/03/2024;03/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Ramon Mart’nez;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG3228;26/03/2024;05/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Patricia Newton;Ramon Mart’nez;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG3229;29/03/2024;08/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Ramon Mart’nez;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3230;27/04/2024;07/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Levi Moseley;Rashad Coombs;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG3231;10/02/2024;20/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;Rashad Coombs;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG3232;12/05/2024;22/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Rashad Coombs;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3233;15/02/2024;25/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Rashad Coombs;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG3234;15/03/2024;25/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Rashad Palma;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3235;18/02/2024;28/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Rashad Palma;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG3236;09/02/2024;19/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Raul Farnham;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG3237;18/01/2024;28/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Raul Farnham;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG3238;04/03/2024;14/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Raul Main;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3239;11/04/2024;21/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Ray Stocking;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG3240;09/01/2024;19/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Ray Stocking;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG3241;27/04/2024;07/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Reagan Paris;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG3242;21/05/2024;31/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Reagan Paris;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG3243;13/03/2024;23/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Reagan Skeffington;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3244;29/03/2024;08/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Reagan Skeffington;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG3245;17/04/2024;27/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Reed Merton;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG3246;29/01/2024;08/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Reed Merton;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG3247;15/03/2024;25/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Levi Moseley;Regan Falun;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG3248;19/03/2024;29/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Regan Falun;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG3249;21/03/2024;31/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Patricia Newton;Regan Falun;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG3250;24/03/2024;03/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;Regan Falun;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG3251;22/04/2024;02/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Regan Jšnsson;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG3252;10/04/2024;20/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Regan Jšnsson;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG3253;26/05/2024;05/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Regina Tattersall;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3254;18/01/2024;28/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Reilly Foss;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3255;26/04/2024;06/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Reina Giffard;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG3256;22/01/2024;01/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Reina Giffard;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG3257;13/01/2024;23/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Reina Thomas;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG3258;07/03/2024;17/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Reina Thomas;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG3259;27/02/2024;08/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Rene Ferrer;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3260;15/01/2024;25/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elliott Ashburton;Rene Ferrer;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3261;03/05/2024;13/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Renee Ribeiro;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG3262;29/01/2024;08/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Reuben Peele;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG3263;16/04/2024;26/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Reuben Peele;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3264;28/12/2023;07/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Reuben Peele;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG3265;14/03/2024;24/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Evelyn Eriksson;Reuben Peele;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3266;07/04/2024;17/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Reuben Peele;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG3267;21/02/2024;02/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Everett Skeffington;Reuben Peele;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3268;30/05/2024;09/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Reuben Peele;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3269;13/01/2024;23/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Reuben Peele;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3270;30/03/2024;09/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Gonzalo Collins;Reuben Peele;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG3271;08/05/2024;18/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Reuben Peele;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG3272;20/12/2023;30/12/2023
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Reuben Peele;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG3273;15/01/2024;25/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Reuben Peele;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG3274;06/03/2024;16/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Reuben Peele;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3275;01/04/2024;11/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Hana Souza;Reuben Peele;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3276;07/05/2024;17/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Reuben Peele;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG3277;30/03/2024;09/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Reuben Peele;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG3278;22/04/2024;02/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Hubbell;Reuben Peele;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG3279;05/05/2024;15/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Reuben Peele;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG3280;22/01/2024;01/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Reuben Peele;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG3281;26/01/2024;05/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Reuben Peele;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3282;18/02/2024;28/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Reuben Peele;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG3283;16/03/2024;26/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Jaron Stapleton;Reuben Peele;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3284;12/04/2024;22/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Reuben Peele;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG3285;23/12/2023;02/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Reuben Peele;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG3286;06/01/2024;16/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Reuben Peele;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG3287;19/01/2024;29/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Reuben Peele;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG3288;02/02/2024;12/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Reuben Peele;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG3289;29/02/2024;10/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Reuben Peele;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG3290;27/03/2024;06/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Reuben Peele;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG3291;23/04/2024;03/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Reuben Peele;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG3292;09/05/2024;19/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Reuben Peele;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG3293;20/05/2024;30/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Katharine Herndon;Reuben Peele;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG3294;05/06/2024;15/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Reuben Peele;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3295;15/02/2024;25/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Levi Moseley;Rex Ouseley;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG3296;27/03/2024;06/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Rex Ouseley;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG3297;29/03/2024;08/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Patricia Newton;Rex Ouseley;MANTENIMIENTO DE TRANSMISION;300;TALLER;FINALIZADO;CODSEG3298;01/04/2024;11/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Rey Bogue;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG3299;22/01/2024;01/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Rhianna Hernshaw;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3300;29/02/2024;10/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Rhianna Hernshaw;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG3301;19/03/2024;29/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Rhiannon Li;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG3302;10/02/2024;20/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Rhiannon Li;DIAGNOSTICO DE MOTOR;200;TALLER;FINALIZADO;CODSEG3303;27/01/2024;06/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Atticus Hughes;Rhiannon Roberts;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG3304;08/03/2024;18/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;Rigoberto G—mez;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3305;26/03/2024;05/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Levi Moseley;Rigoberto G—mez;INSPECCION DE SISTEMA DE ENFRIAMIENTO;150;TALLER;FINALIZADO;CODSEG3306;24/04/2024;04/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;Rigoberto G—mez;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG3307;26/04/2024;06/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Patricia Newton;Rigoberto G—mez;AJUSTE DE FRENOS;120;TALLER;FINALIZADO;CODSEG3308;29/04/2024;09/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Riley Campos;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG3309;13/02/2024;23/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Riley Campos;SERVICIO DE AIRE ACONDICIONADO;180;TALLER;FINALIZADO;CODSEG3310;03/03/2024;13/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Riley Clough;AJUSTE DE LUCES;70;TALLER;FINALIZADO;CODSEG3311;31/03/2024;10/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Riley Clough;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3312;19/04/2024;29/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Riley Tremaine;REPARACION DE RADIADOR;180;TALLER;FINALIZADO;CODSEG3313;10/05/2024;20/05/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Keith Jacobsen;River Holme;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG3314;03/06/2024;13/06/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Maxwell Buckston;River Holme;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG3315;09/03/2024;19/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Nora Bianchi;River Holme;ESCANEO ELECTRONICO;100;TALLER;FINALIZADO;CODSEG3316;24/01/2024;03/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Shaylee Sellick;River Holme;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG3317;11/01/2024;21/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Robyn Hathaway;SERVICIO DE INYECCION ELECTRONICA;200;TALLER;FINALIZADO;CODSEG3318;15/04/2024;25/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Robyn Pleasants;REPARACION DE ESCAPE;150;TALLER;FINALIZADO;CODSEG3319;18/01/2024;28/01/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Annabelle Figueroa;Rocco Jakobsson;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG3320;03/02/2024;13/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Rocco Larsen;REPARACION DE SUSPENSION;250;TALLER;FINALIZADO;CODSEG3321;25/03/2024;04/04/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Cyrus Olsson;Rocco Lewes;ALINEACION Y BALANCEO;100;TALLER;FINALIZADO;CODSEG3322;26/01/2024;05/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Caspian Persson;Rocky Souza;REEMPLAZO DE CORREAS;120;TALLER;FINALIZADO;CODSEG3323;17/02/2024;27/02/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Elsa Howell;Rocky Souza;CAMBIO DE BATERIA;90;TALLER;FINALIZADO;CODSEG3324;07/03/2024;17/03/2024
TALLER MECANICO LOS NEGROS;12/12/2023;11/12/2024;Aubrie Rowena;Rodney Burby;CAMBIO DE ACEITE Y FILTROS;150;TALLER;FINALIZADO;CODSEG3325;09/01/2024;19/01/2024
